x,y,z,t
-8.96082,0.859541,0.0137375,39.96
-8.96956,0.771652,0.0137234,39.97
-8.97741,0.6835,0.0137103,39.98
-8.98438,0.595093,0.013698,39.99
-8.99047,0.506439,0.0136865,40
-8.99567,0.417548,0.0136759,40.01
-8.99998,0.328426,0.0136661,40.02
-9.0034,0.239083,0.0136572,40.03
-9.00593,0.149527,0.0136491,40.04
-9.00756,0.0597668,0.0136419,40.05
-9.0083,-0.0301893,0.0136355,40.06
-9.00813,-0.120333,0.01363,40.07
-9.00706,-0.210655,0.0136252,40.08
-9.00509,-0.301147,0.0136214,40.09
-9.00222,-0.3918,0.0136183,40.1
-8.99844,-0.482606,0.0136161,40.11
-8.99375,-0.573555,0.0136148,40.12
-8.98815,-0.66464,0.0136143,40.13
-8.98164,-0.755851,0.0136146,40.14
-8.97422,-0.847179,0.0136157,40.15
-8.96588,-0.938615,0.0136177,40.16
-8.95663,-1.03015,0.0136206,40.17
-8.94646,-1.12178,0.0136243,40.18
-8.93538,-1.21349,0.0136288,40.19
-8.92338,-1.30527,0.0136342,40.2
-8.91047,-1.39711,0.0136404,40.21
-8.89663,-1.48901,0.0136475,40.22
-8.88188,-1.58095,0.0136554,40.23
-8.86621,-1.67294,0.0136642,40.24
-8.84961,-1.76494,0.0136738,40.25
-8.8321,-1.85697,0.0136843,40.26
-8.81367,-1.949,0.0136957,40.27
-8.79432,-2.04104,0.013708,40.28
-8.77404,-2.13306,0.0137211,40.29
-8.75285,-2.22507,0.0137351,40.3
-8.73074,-2.31705,0.01375,40.31
-8.7077,-2.40899,0.0137658,40.32
-8.68375,-2.50089,0.0137824,40.33
-8.65888,-2.59272,0.0138,40.34
-8.63309,-2.6845,0.0138185,40.35
-8.60638,-2.7762,0.0138379,40.36
-8.57876,-2.86782,0.0138582,40.37
-8.55022,-2.95934,0.0138794,40.38
-8.52077,-3.05076,0.0139015,40.39
-8.4904,-3.14207,0.0139246,40.4
-8.45912,-3.23326,0.0139487,40.41
-8.42692,-3.32431,0.0139737,40.42
-8.39382,-3.41523,0.0139996,40.43
-8.35981,-3.506,0.0140265,40.44
-8.32489,-3.59661,0.0140544,40.45
-8.28906,-3.68705,0.0140833,40.46
-8.25233,-3.77732,0.0141132,40.47
-8.2147,-3.8674,0.0141441,40.48
-8.17617,-3.95728,0.014176,40.49
-8.13674,-4.04695,0.0142089,40.5
-8.09641,-4.13641,0.0142428,40.51
-8.05519,-4.22565,0.0142778,40.52
-8.01307,-4.31465,0.0143139,40.53
-7.97007,-4.40341,0.014351,40.54
-7.92618,-4.49192,0.0143892,40.55
-7.8814,-4.58017,0.0144285,40.56
-7.83575,-4.66814,0.0144689,40.57
-7.78921,-4.75584,0.0145105,40.58
-7.7418,-4.84324,0.0145531,40.59
-7.69351,-4.93034,0.0145969,40.6
-7.64435,-5.01714,0.0146419,40.61
-7.59433,-5.10362,0.014688,40.62
-7.54344,-5.18977,0.0147353,40.63
-7.49169,-5.27558,0.0147839,40.64
-7.43908,-5.36105,0.0148336,40.65
-7.38562,-5.44616,0.0148846,40.66
-7.3313,-5.53091,0.0149369,40.67
-7.27614,-5.61529,0.0149904,40.68
-7.22014,-5.69928,0.0150452,40.69
-7.1633,-5.78288,0.0151014,40.7
-7.10562,-5.86608,0.0151588,40.71
-7.04711,-5.94887,0.0152177,40.72
-6.98778,-6.03123,0.0152778,40.73
-6.92762,-6.11317,0.0153394,40.74
-6.86664,-6.19468,0.0154024,40.75
-6.80484,-6.27573,0.0154669,40.76
-6.74224,-6.35633,0.0155327,40.77
-6.67883,-6.43647,0.0156001,40.78
-6.61463,-6.51613,0.015669,40.79
-6.54962,-6.59531,0.0157394,40.8
-6.48383,-6.67399,0.0158114,40.81
-6.41724,-6.75218,0.015885,40.82
-6.34988,-6.82986,0.0159602,40.83
-6.28174,-6.90702,0.016037,40.84
-6.21283,-6.98365,0.0161155,40.85
-6.14316,-7.05974,0.0161957,40.86
-6.07272,-7.13529,0.0162776,40.87
-6.00153,-7.21029,0.0163613,40.88
-5.92959,-7.28473,0.0164467,40.89
-5.85691,-7.35859,0.0165341,40.9
-5.78349,-7.43188,0.0166232,40.91
-5.70934,-7.50458,0.0167143,40.92
-5.63446,-7.57668,0.0168073,40.93
-5.55886,-7.64818,0.0169023,40.94
-5.48255,-7.71906,0.0169993,40.95
-5.40552,-7.78933,0.0170983,40.96
-5.3278,-7.85896,0.0171995,40.97
-5.24938,-7.92796,0.0173028,40.98
-5.17028,-7.99631,0.0174082,40.99
-5.09049,-8.064,0.0175159,41
-5.01002,-8.13104,0.0176258,41.01
-4.92889,-8.1974,0.0177381,41.02
-4.84709,-8.26308,0.0178527,41.03
-4.76464,-8.32808,0.0179698,41.04
-4.68154,-8.39238,0.0180893,41.05
-4.5978,-8.45598,0.0182114,41.06
-4.51342,-8.51887,0.018336,41.07
-4.42841,-8.58104,0.0184633,41.08
-4.34279,-8.64249,0.0185932,41.09
-4.25655,-8.7032,0.018726,41.1
-4.1697,-8.76317,0.0188615,41.11
-4.08226,-8.8224,0.0189999,41.12
-3.99423,-8.88086,0.0191413,41.13
-3.90561,-8.93857,0.0192857,41.14
-3.81642,-8.9955,0.0194332,41.15
-3.72666,-9.05166,0.0195838,41.16
-3.63634,-9.10703,0.0197377,41.17
-3.54546,-9.1616,0.019895,41.18
-3.45405,-9.21538,0.0200556,41.19
-3.36209,-9.26835,0.0202197,41.2
-3.26961,-9.32051,0.0203874,41.21
-3.17661,-9.37185,0.0205587,41.22
-3.0831,-9.42236,0.0207338,41.23
-2.98908,-9.47203,0.0209127,41.24
-2.89457,-9.52087,0.0210956,41.25
-2.79957,-9.56886,0.0212825,41.26
-2.7041,-9.61599,0.0214736,41.27
-2.60815,-9.66226,0.0216689,41.28
-2.51175,-9.70767,0.0218686,41.29
-2.41489,-9.7522,0.0220728,41.3
-2.31759,-9.79585,0.0222817,41.31
-2.21985,-9.83862,0.0224952,41.32
-2.12169,-9.8805,0.0227136,41.33
-2.02311,-9.92148,0.022937,41.34
-1.92413,-9.96155,0.0231656,41.35
-1.82474,-10.0007,0.0233994,41.36
-1.72497,-10.039,0.0236387,41.37
-1.62482,-10.0763,0.0238835,41.38
-1.52429,-10.1127,0.0241341,41.39
-1.42341,-10.1482,0.0243906,41.4
-1.32217,-10.1827,0.0246531,41.41
-1.22059,-10.2163,0.0249219,41.42
-1.11867,-10.2489,0.0251972,41.43
-1.01644,-10.2806,0.0254791,41.44
-0.913886,-10.3113,0.0257678,41.45
-0.811031,-10.3411,0.0260635,41.46
-0.70788,-10.3699,0.0263665,41.47
-0.604445,-10.3977,0.026677,41.48
-0.500735,-10.4245,0.0269952,41.49
-0.39676,-10.4504,0.0273213,41.5
-0.292529,-10.4753,0.0276556,41.51
-0.188053,-10.4991,0.0279983,41.52
-0.0833414,-10.522,0.0283497,41.53
0.0215953,-10.5439,0.0287102,41.54
0.126747,-10.5648,0.0290799,41.55
0.232104,-10.5846,0.0294592,41.56
0.337656,-10.6035,0.0298484,41.57
0.443392,-10.6213,0.0302478,41.58
0.549303,-10.6381,0.0306578,41.59
0.655377,-10.6539,0.0310787,41.6
0.761605,-10.6687,0.0315109,41.61
0.867977,-10.6824,0.0319548,41.62
0.974481,-10.6951,0.0324107,41.63
1.08111,-10.7067,0.0328791,41.64
1.18785,-10.7173,0.0333605,41.65
1.29469,-10.7269,0.0338552,41.66
1.40162,-10.7354,0.0343638,41.67
1.50863,-10.7428,0.0348867,41.68
1.6157,-10.7492,0.0354245,41.69
1.72284,-10.7546,0.0359776,41.7
1.83003,-10.7588,0.0365467,41.71
1.93725,-10.7621,0.0371324,41.72
2.0445,-10.7642,0.0377352,41.73
2.15177,-10.7653,0.0383558,41.74
2.25904,-10.7653,0.0389948,41.75
2.3663,-10.7643,0.039653,41.76
2.47354,-10.7621,0.0403311,41.77
2.58076,-10.7589,0.0410299,41.78
2.68794,-10.7546,0.04175,41.79
2.79507,-10.7492,0.0424925,41.8
2.90214,-10.7428,0.0432581,41.81
3.00913,-10.7353,0.0440478,41.82
3.11604,-10.7266,0.0448626,41.83
3.22286,-10.7169,0.0457033,41.84
3.32957,-10.7061,0.0465712,41.85
3.43617,-10.6943,0.0474673,41.86
3.54264,-10.6813,0.0483927,41.87
3.64897,-10.6672,0.0493487,41.88
3.75515,-10.6521,0.0503365,41.89
3.86116,-10.6358,0.0513575,41.9
3.96701,-10.6185,0.0524132,41.91
4.07267,-10.6,0.0535048,41.92
4.17813,-10.5805,0.0546341,41.93
4.28339,-10.5599,0.0558027,41.94
4.38843,-10.5382,0.0570122,41.95
4.49324,-10.5154,0.0582644,41.96
4.59782,-10.4915,0.0595613,41.97
4.70213,-10.4665,0.0609048,41.98
4.80619,-10.4404,0.0622971,41.99
4.90997,-10.4132,0.0637403,42
5.01347,-10.3849,0.0652367,42.01
5.11666,-10.3556,0.0667888,42.02
5.21955,-10.3251,0.0683992,42.03
5.32212,-10.2936,0.0700706,42.04
5.42435,-10.2609,0.0718058,42.05
5.52624,-10.2272,0.0736079,42.06
5.62778,-10.1924,0.07548,42.07
5.72895,-10.1565,0.0774255,42.08
5.82974,-10.1195,0.0794479,42.09
5.93014,-10.0815,0.081551,42.1
6.03014,-10.0423,0.0837387,42.11
6.12973,-10.0021,0.0860151,42.12
6.22889,-9.96083,0.0883847,42.13
6.32761,-9.91846,0.0908522,42.14
6.42589,-9.87502,0.0934224,42.15
6.5237,-9.83051,0.0961005,42.16
6.62105,-9.78493,0.0988921,42.17
6.71791,-9.73829,0.101803,42.18
6.81427,-9.69059,0.104839,42.19
6.91013,-9.64183,0.108007,42.2
7.00547,-9.59201,0.111314,42.21
7.10028,-9.54114,0.114768,42.22
7.19454,-9.48922,0.118375,42.23
7.28825,-9.43625,0.122144,42.24
7.38139,-9.38224,0.126084,42.25
7.47395,-9.32719,0.130204,42.26
7.56592,-9.27111,0.134514,42.27
7.65729,-9.21399,0.139023,42.28
7.74804,-9.15585,0.143745,42.29
7.83816,-9.09668,0.148688,42.3
7.92764,-9.03649,0.153868,42.31
8.01646,-8.97529,0.159295,42.32
8.10462,-8.91307,0.164985,42.33
8.1921,-8.84985,0.170953,42.34
8.27889,-8.78563,0.177213,42.35
8.36498,-8.72041,0.183783,42.36
8.45034,-8.6542,0.190681,42.37
8.53498,-8.58701,0.197925,42.38
8.61887,-8.51883,0.205536,42.39
8.702,-8.44968,0.213536,42.4
8.78436,-8.37956,0.221946,42.41
8.86594,-8.30848,0.230792,42.42
8.94672,-8.23644,0.240098,42.43
9.02668,-8.16344,0.249894,42.44
9.10582,-8.0895,0.260207,42.45
9.18411,-8.01462,0.271069,42.46
9.26154,-7.93881,0.282513,42.47
9.33811,-7.86207,0.294575,42.48
9.41378,-7.78442,0.307292,42.49
9.48855,-7.70585,0.320704,42.5
9.56241,-7.62637,0.334854,42.51
9.63532,-7.546,0.349788,42.52
9.70728,-7.46474,0.365553,42.53
9.77827,-7.3826,0.382202,42.54
9.84828,-7.29958,0.399789,42.55
9.91728,-7.2157,0.418373,42.56
9.98525,-7.13095,0.438017,42.57
10.0522,-7.04536,0.458787,42.58
10.118,-6.95893,0.480755,42.59
10.1828,-6.87167,0.503995,42.6
10.2465,-6.78359,0.528588,42.61
10.3091,-6.69469,0.55462,42.62
10.3705,-6.60499,0.582183,42.63
10.4307,-6.51449,0.611373,42.64
10.4897,-6.42321,0.642296,42.65
10.5475,-6.33116,0.67506,42.66
10.6041,-6.23835,0.709783,42.67
10.6594,-6.14479,0.746592,42.68
10.7134,-6.05048,0.785618,42.69
10.766,-5.95545,0.827004,42.7
10.8173,-5.8597,0.8709,42.71
10.8672,-5.76325,0.917466,42.72
10.9156,-5.6661,0.966873,42.73
10.9626,-5.56828,1.0193,42.74
11.0081,-5.46979,1.07494,42.75
11.0521,-5.37065,1.134,42.76
11.0944,-5.27087,1.1967,42.77
11.1352,-5.17046,1.26325,42.78
11.1742,-5.06945,1.33391,42.79
11.2116,-4.96785,1.40893,42.8
11.2472,-4.86567,1.48859,42.81
11.281,-4.76293,1.57316,42.82
11.3129,-4.65965,1.66296,42.83
11.3428,-4.55584,1.7583,42.84
11.3708,-4.45152,1.85952,42.85
11.3967,-4.34671,1.96696,42.86
11.4205,-4.24144,2.08102,42.87
11.4421,-4.13572,2.20206,42.88
11.4615,-4.02957,2.33051,42.89
11.4784,-3.92301,2.46678,42.9
11.493,-3.81608,2.61132,42.91
11.5051,-3.70878,2.76459,42.92
11.5145,-3.60114,2.92708,42.93
11.5212,-3.4932,3.09927,42.94
11.5252,-3.38498,3.28169,42.95
11.5262,-3.27649,3.47485,42.96
11.5242,-3.16778,3.67931,42.97
11.5191,-3.05888,3.8956,42.98
11.5107,-2.9498,4.12429,42.99
11.499,-2.8406,4.36594,43
11.4837,-2.73129,4.62112,43.01
11.4648,-2.62191,4.89039,43.02
11.4422,-2.51251,5.17432,43.03
11.4155,-2.40311,5.47343,43.04
11.3848,-2.29376,5.78827,43.05
11.3499,-2.1845,6.11933,43.06
11.3105,-2.07537,6.46706,43.07
11.2666,-1.96642,6.8319,43.08
11.218,-1.85768,7.2142,43.09
11.1644,-1.74922,7.61428,43.1
11.1058,-1.64107,8.03236,43.11
11.0418,-1.5333,8.46857,43.12
10.9725,-1.42595,8.92295,43.13
10.8975,-1.31907,9.39541,43.14
10.8168,-1.21274,9.88574,43.15
10.73,-1.10699,10.3936,43.16
10.6372,-1.00191,10.9184,43.17
10.538,-0.89754,11.4594,43.18
10.4324,-0.793955,12.0158,43.19
10.3202,-0.691219,12.5865,43.2
10.2012,-0.5894,13.17,43.21
10.0754,-0.488567,13.7648,43.22
9.94264,-0.38879,14.3691,43.23
9.80284,-0.290141,14.9807,43.24
9.65593,-0.192693,15.5973,43.25
9.50189,-0.0965189,16.2163,43.26
9.34069,-0.00169305,16.8349,43.27
9.17236,0.0917105,17.4498,43.28
8.99694,0.183617,18.0577,43.29
8.81453,0.273954,18.655,43.3
8.62524,0.362647,19.2381,43.31
8.42923,0.449625,19.8028,43.32
8.22671,0.534817,20.3453,43.33
8.01791,0.618153,20.8613,43.34
7.80311,0.699569,21.3469,43.35
7.58265,0.778999,21.7978,43.36
7.35688,0.856384,22.2102,43.37
7.12621,0.931665,22.5802,43.38
6.8911,1.00479,22.9043,43.39
6.652,1.07571,23.1791,43.4
6.40946,1.14438,23.4017,43.41
6.164,1.21077,23.5698,43.42
5.91619,1.27483,23.6811,43.43
5.66663,1.33654,23.7343,43.44
5.41592,1.39588,23.7284,43.45
5.16468,1.45283,23.663,43.46
4.91352,1.50738,23.5383,43.47
4.66306,1.55953,23.3552,43.48
4.41392,1.60928,23.115,43.49
4.16667,1.65664,22.8197,43.5
3.92191,1.70162,22.4718,43.51
3.68018,1.74424,22.0743,43.52
3.44199,1.78453,21.6304,43.53
3.20784,1.82252,21.144,43.54
2.97818,1.85824,20.619,43.55
2.7534,1.89174,20.0598,43.56
2.53389,1.92306,19.4708,43.57
2.31995,1.95225,18.8563,43.58
2.11186,1.97935,18.2209,43.59
1.90986,2.00443,17.5691,43.6
1.71413,2.02753,16.9052,43.61
1.5248,2.04873,16.2334,43.62
1.34198,2.06808,15.5576,43.63
1.16572,2.08563,14.8816,43.64
0.996046,2.10146,14.2089,43.65
0.832943,2.11562,13.5425,43.66
0.676362,2.12818,12.8854,43.67
0.526226,2.1392,12.2401,43.68
0.382434,2.14874,11.6088,43.69
0.244858,2.15687,10.9935,43.7
0.113355,2.16363,10.3958,43.71
-0.0122389,2.16909,9.81699,43.72
-0.1321,2.17331,9.25822,43.73
-0.246415,2.17633,8.72027,43.74
-0.355381,2.17822,8.20373,43.75
-0.459201,2.17902,7.70896,43.76
-0.55808,2.17879,7.23615,43.77
-0.65223,2.17756,6.78531,43.78
-0.741858,2.1754,6.35629,43.79
-0.827175,2.17233,5.94883,43.8
-0.908387,2.1684,5.56254,43.81
-0.985696,2.16366,5.19694,43.82
-1.0593,2.15813,4.85149,43.83
-1.1294,2.15185,4.52556,43.84
-1.19617,2.14486,4.21849,43.85
-1.25981,2.13719,3.92958,43.86
-1.32047,2.12886,3.65809,43.87
-1.37834,2.11992,3.40327,43.88
-1.43358,2.11037,3.16438,43.89
-1.48632,2.10026,2.94064,43.9
-1.53673,2.0896,2.73132,43.91
-1.58494,2.07841,2.53566,43.92
-1.63108,2.06671,2.35294,43.93
-1.67528,2.05454,2.18244,43.94
-1.71765,2.04189,2.02348,43.95
-1.7583,2.0288,1.87539,43.96
-1.79734,2.01528,1.73752,43.97
-1.83487,2.00133,1.60925,43.98
-1.87098,1.98699,1.48999,43.99
-1.90575,1.97225,1.37919,44
-1.93926,1.95714,1.27629,44.01
-1.9716,1.94166,1.18079,44.02
-2.00282,1.92583,1.0922,44.03
-2.033,1.90965,1.01007,44.04
-2.0622,1.89314,0.933965,44.05
-2.09047,1.8763,0.863469,44.06
-2.11787,1.85915,0.798201,44.07
-2.14444,1.84169,0.737798,44.08
-2.17024,1.82393,0.681922,44.09
-2.19529,1.80588,0.630253,44.1
-2.21965,1.78753,0.582493,44.11
-2.24336,1.76891,0.538362,44.12
-2.26643,1.75002,0.497598,44.13
-2.2889,1.73085,0.459957,44.14
-2.31081,1.71143,0.425211,44.15
-2.33218,1.69174,0.393148,44.16
-2.35303,1.6718,0.36357,44.17
-2.37338,1.65162,0.336292,44.18
-2.39326,1.63118,0.311142,44.19
-2.41268,1.61051,0.28796,44.2
-2.43167,1.58961,0.266599,44.21
-2.45023,1.56847,0.24692,44.22
-2.46838,1.54711,0.228795,44.23
-2.48614,1.52552,0.212106,44.24
-2.50352,1.50371,0.196743,44.25
-2.52052,1.48168,0.182603,44.26
-2.53717,1.45944,0.169592,44.27
-2.55346,1.43698,0.157623,44.28
-2.5694,1.41432,0.146613,44.29
-2.58501,1.39146,0.136489,44.3
-2.60029,1.36839,0.127181,44.31
-2.61525,1.34512,0.118625,44.32
-2.62989,1.32166,0.110761,44.33
-2.64421,1.29801,0.103535,44.34
-2.65822,1.27416,0.0968954,44.35
-2.67194,1.25013,0.0907967,44.36
-2.68534,1.22591,0.0851953,44.37
-2.69846,1.20151,0.0800513,44.38
-2.71127,1.17692,0.0753283,44.39
-2.72379,1.15217,0.0709922,44.4
-2.73603,1.12723,0.067012,44.41
-2.74797,1.10213,0.0633588,44.42
-2.75962,1.07685,0.0600063,44.43
-2.77099,1.05141,0.05693,44.44
-2.78207,1.0258,0.0541074,44.45
-2.79287,1.00003,0.051518,44.46
-2.80339,0.974103,0.0491427,44.47
-2.81362,0.948017,0.0469639,44.48
-2.82357,0.921777,0.0449655,44.49
-2.83324,0.895385,0.0431329,44.5
-2.84262,0.868843,0.0414522,44.51
-2.85173,0.842155,0.0399111,44.52
-2.86055,0.815322,0.038498,44.53
-2.86909,0.788347,0.0372024,44.54
-2.87734,0.761233,0.0360145,44.55
-2.88531,0.733982,0.0349254,44.56
-2.893,0.706597,0.0339269,44.57
-2.90041,0.67908,0.0330116,44.58
-2.90753,0.651434,0.0321725,44.59
-2.91436,0.623662,0.0314032,44.6
-2.92092,0.595765,0.030698,44.61
-2.92718,0.567748,0.0300516,44.62
-2.93316,0.539611,0.029459,44.63
-2.93885,0.511359,0.0289157,44.64
-2.94425,0.482993,0.0284177,44.65
-2.94937,0.454517,0.0279612,44.66
-2.95419,0.425932,0.0275428,44.67
-2.95873,0.397242,0.0271592,44.68
-2.96297,0.368449,0.0268075,44.69
-2.96692,0.339556,0.0264852,44.7
-2.97058,0.310566,0.0261898,44.71
-2.97395,0.281482,0.0259189,44.72
-2.97702,0.252305,0.0256708,44.73
-2.9798,0.223039,0.0254433,44.74
-2.98229,0.193687,0.0252349,44.75
-2.98448,0.164252,0.0250439,44.76
-2.98637,0.134736,0.024869,44.77
-2.98797,0.105141,0.0247088,44.78
-2.98927,0.0754721,0.0245621,44.79
-2.99027,0.0457303,0.0244278,44.8
-2.99097,0.0159192,0.024305,44.81
-2.99137,-0.0139587,0.0241926,44.82
-2.99147,-0.0439003,0.02409,44.83
-2.99127,-0.0739028,0.0239962,44.84
-2.99077,-0.103963,0.0239106,44.85
-2.98997,-0.134079,0.0238326,44.86
-2.98887,-0.164247,0.0237615,44.87
-2.98747,-0.194464,0.0236969,44.88
-2.98576,-0.224728,0.0236383,44.89
-2.98375,-0.255035,0.0235851,44.9
-2.98143,-0.285382,0.023537,44.91
-2.97882,-0.315767,0.0234937,44.92
-2.97589,-0.346187,0.0234547,44.93
-2.97267,-0.376638,0.0234198,44.94
-2.96913,-0.407118,0.0233887,44.95
-2.9653,-0.437624,0.0233611,44.96
-2.96115,-0.468152,0.0233368,44.97
-2.9567,-0.4987,0.0233155,44.98
-2.95195,-0.529264,0.0232972,44.99
-2.94689,-0.559842,0.0232815,45
