x,y,z,t
0.0152082,0.599587,0.0358631,13.14
0.00885369,0.600938,0.0358243,13.15
0.00248606,0.602229,0.0357855,13.16
-0.00389408,0.603458,0.0357466,13.17
-0.0102861,0.604626,0.0357077,13.18
-0.0166895,0.605733,0.0356687,13.19
-0.0231035,0.606777,0.0356296,13.2
-0.0295275,0.60776,0.0355905,13.21
-0.035961,0.60868,0.0355513,13.22
-0.0424034,0.609538,0.0355121,13.23
-0.0488539,0.610333,0.0354728,13.24
-0.0553119,0.611065,0.0354336,13.25
-0.0617769,0.611734,0.0353943,13.26
-0.0682482,0.612339,0.0353549,13.27
-0.0747251,0.612882,0.0353156,13.28
-0.0812071,0.61336,0.0352762,13.29
-0.0876935,0.613775,0.0352368,13.3
-0.0941836,0.614125,0.0351974,13.31
-0.100677,0.614412,0.035158,13.32
-0.107172,0.614634,0.0351186,13.33
-0.11367,0.614791,0.0350792,13.34
-0.120169,0.614884,0.0350398,13.35
-0.126668,0.614912,0.0350004,13.36
-0.133167,0.614876,0.0349611,13.37
-0.139665,0.614774,0.0349217,13.38
-0.146162,0.614607,0.0348824,13.39
-0.152657,0.614374,0.0348431,13.4
-0.159149,0.614076,0.0348039,13.41
-0.165638,0.613713,0.0347647,13.42
-0.172123,0.613284,0.0347255,13.43
-0.178603,0.612789,0.0346864,13.44
-0.185078,0.612229,0.0346473,13.45
-0.191547,0.611603,0.0346083,13.46
-0.198009,0.61091,0.0345693,13.47
-0.204464,0.610152,0.0345304,13.48
-0.21091,0.609328,0.0344916,13.49
-0.217349,0.608437,0.0344528,13.5
-0.223778,0.607481,0.0344141,13.51
-0.230196,0.606458,0.0343755,13.52
-0.236605,0.605369,0.034337,13.53
-0.243002,0.604213,0.0342985,13.54
-0.249387,0.602992,0.0342602,13.55
-0.255759,0.601704,0.0342219,13.56
-0.262119,0.60035,0.0341837,13.57
-0.268464,0.598929,0.0341456,13.58
-0.274795,0.597443,0.0341077,13.59
-0.28111,0.595889,0.0340698,13.6
-0.28741,0.59427,0.0340321,13.61
-0.293693,0.592585,0.0339944,13.62
-0.299959,0.590833,0.0339569,13.63
-0.306207,0.589015,0.0339195,13.64
-0.312436,0.587131,0.0338822,13.65
-0.318646,0.585181,0.0338451,13.66
-0.324836,0.583165,0.0338081,13.67
-0.331006,0.581083,0.0337712,13.68
-0.337155,0.578935,0.0337344,13.69
-0.343281,0.576721,0.0336978,13.7
-0.349386,0.574442,0.0336614,13.71
-0.355467,0.572097,0.0336251,13.72
-0.361524,0.569686,0.0335889,13.73
-0.367557,0.56721,0.0335529,13.74
-0.373564,0.564669,0.0335171,13.75
-0.379546,0.562063,0.0334814,13.76
-0.385501,0.559392,0.0334459,13.77
-0.39143,0.556655,0.0334105,13.78
-0.39733,0.553854,0.0333754,13.79
-0.403203,0.550989,0.0333403,13.8
-0.409046,0.548059,0.0333055,13.81
-0.41486,0.545064,0.0332709,13.82
-0.420643,0.542006,0.0332364,13.83
-0.426395,0.538884,0.0332021,13.84
-0.432116,0.535697,0.033168,13.85
-0.437805,0.532448,0.0331341,13.86
-0.443461,0.529134,0.0331004,13.87
-0.449083,0.525758,0.0330669,13.88
-0.454671,0.522319,0.0330336,13.89
-0.460225,0.518817,0.0330005,13.9
-0.465743,0.515252,0.0329676,13.91
-0.471225,0.511625,0.0329349,13.92
-0.476671,0.507936,0.0329024,13.93
-0.482079,0.504185,0.0328701,13.94
-0.48745,0.500373,0.0328381,13.95
-0.492782,0.496499,0.0328062,13.96
-0.498075,0.492564,0.0327746,13.97
-0.503328,0.488569,0.0327432,13.98
-0.508542,0.484513,0.032712,13.99
-0.513714,0.480396,0.0326811,14
-0.518845,0.47622,0.0326504,14.01
-0.523933,0.471984,0.0326199,14.02
-0.528979,0.467688,0.0325897,14.03
-0.533982,0.463334,0.0325597,14.04
-0.538941,0.458921,0.0325299,14.05
-0.543856,0.454449,0.0325004,14.06
-0.548725,0.44992,0.0324711,14.07
-0.553549,0.445332,0.0324421,14.08
-0.558327,0.440687,0.0324133,14.09
-0.563058,0.435986,0.0323848,14.1
-0.567741,0.431227,0.0323565,14.11
-0.572377,0.426412,0.0323285,14.12
-0.576965,0.421541,0.0323007,14.13
-0.581503,0.416614,0.0322732,14.14
-0.585992,0.411633,0.032246,14.15
-0.590431,0.406596,0.032219,14.16
-0.594819,0.401505,0.0321923,14.17
-0.599156,0.39636,0.0321658,14.18
-0.603441,0.391161,0.0321396,14.19
-0.607674,0.385909,0.0321137,14.2
-0.611854,0.380604,0.0320881,14.21
-0.615981,0.375247,0.0320628,14.22
-0.620054,0.369837,0.0320377,14.23
-0.624073,0.364376,0.0320129,14.24
-0.628037,0.358864,0.0319884,14.25
-0.631945,0.353302,0.0319641,14.26
-0.635798,0.347689,0.0319402,14.27
-0.639594,0.342026,0.0319165,14.28
-0.643334,0.336314,0.0318931,14.29
-0.647016,0.330554,0.03187,14.3
-0.65064,0.324745,0.0318473,14.31
-0.654206,0.318888,0.0318247,14.32
-0.657713,0.312983,0.0318025,14.33
-0.661161,0.307032,0.0317806,14.34
-0.664549,0.301035,0.031759,14.35
-0.667877,0.294991,0.0317377,14.36
-0.671144,0.288902,0.0317167,14.37
-0.674351,0.282769,0.031696,14.38
-0.677495,0.276591,0.0316755,14.39
-0.680578,0.270369,0.0316554,14.4
-0.683598,0.264104,0.0316356,14.41
-0.686556,0.257796,0.0316161,14.42
-0.68945,0.251446,0.031597,14.43
-0.69228,0.245055,0.0315781,14.44
-0.695046,0.238622,0.0315595,14.45
-0.697748,0.232149,0.0315413,14.46
-0.700385,0.225636,0.0315234,14.47
-0.702957,0.219083,0.0315057,14.48
-0.705463,0.212492,0.0314884,14.49
-0.707902,0.205862,0.0314715,14.5
-0.710276,0.199195,0.0314548,14.51
-0.712582,0.19249,0.0314385,14.52
-0.714822,0.185749,0.0314224,14.53
-0.716993,0.178973,0.0314067,14.54
-0.719097,0.172161,0.0313914,14.55
-0.721133,0.165314,0.0313763,14.56
-0.7231,0.158433,0.0313616,14.57
-0.724997,0.151519,0.0313472,14.58
-0.726826,0.144572,0.0313332,14.59
-0.728585,0.137593,0.0313194,14.6
-0.730274,0.130583,0.031306,14.61
-0.731893,0.123541,0.031293,14.62
-0.733442,0.116469,0.0312803,14.63
-0.734919,0.109368,0.0312679,14.64
-0.736325,0.102237,0.0312558,14.65
-0.73766,0.0950784,0.0312441,14.66
-0.738924,0.087892,0.0312327,14.67
-0.740115,0.0806785,0.0312216,14.68
-0.741234,0.0734388,0.0312109,14.69
-0.74228,0.0661733,0.0312006,14.7
-0.743254,0.0588828,0.0311905,14.71
-0.744155,0.0515681,0.0311808,14.72
-0.744982,0.0442297,0.0311715,14.73
-0.745736,0.0368683,0.0311625,14.74
-0.746417,0.0294847,0.0311539,14.75
-0.747023,0.0220795,0.0311455,14.76
-0.747555,0.0146534,0.0311376,14.77
-0.748013,0.00720715,0.03113,14.78
-0.748396,-0.000258567,0.0311227,14.79
-0.748705,-0.00774305,0.0311158,14.8
-0.748939,-0.0152456,0.0311092,14.81
-0.749097,-0.0227655,0.031103,14.82
-0.749181,-0.030302,0.0310971,14.83
-0.749189,-0.0378544,0.0310916,14.84
-0.749121,-0.045422,0.0310865,14.85
-0.748978,-0.053004,0.0310817,14.86
-0.748759,-0.0605998,0.0310772,14.87
-0.748463,-0.0682086,0.0310731,14.88
-0.748092,-0.0758297,0.0310694,14.89
-0.747644,-0.0834622,0.031066,14.9
-0.74712,-0.0911056,0.031063,14.91
-0.74652,-0.098759,0.0310603,14.92
-0.745843,-0.106422,0.031058,14.93
-0.745089,-0.114093,0.0310561,14.94
-0.744259,-0.121772,0.0310545,14.95
-0.743352,-0.129458,0.0310532,14.96
-0.742368,-0.137151,0.0310524,14.97
-0.741307,-0.144849,0.0310519,14.98
-0.740169,-0.152551,0.0310517,14.99
-0.738954,-0.160258,0.0310519,15
-0.737662,-0.167968,0.0310525,15.01
-0.736293,-0.175681,0.0310535,15.02
-0.734846,-0.183395,0.0310548,15.03
-0.733323,-0.19111,0.0310564,15.04
-0.731722,-0.198826,0.0310585,15.05
-0.730045,-0.206541,0.0310609,15.06
-0.72829,-0.214254,0.0310637,15.07
-0.726458,-0.221966,0.0310668,15.08
-0.724549,-0.229674,0.0310703,15.09
-0.722563,-0.237379,0.0310742,15.1
-0.7205,-0.245079,0.0310784,15.11
-0.71836,-0.252775,0.031083,15.12
-0.716143,-0.260464,0.031088,15.13
-0.713849,-0.268146,0.0310934,15.14
-0.711479,-0.275821,0.0310991,15.15
-0.709032,-0.283487,0.0311052,15.16
-0.706508,-0.291145,0.0311116,15.17
-0.703907,-0.298792,0.0311185,15.18
-0.701231,-0.306429,0.0311257,15.19
-0.698478,-0.314054,0.0311332,15.2
-0.695648,-0.321667,0.0311412,15.21
-0.692743,-0.329266,0.0311495,15.22
-0.689762,-0.336852,0.0311582,15.23
-0.686705,-0.344424,0.0311673,15.24
-0.683572,-0.35198,0.0311767,15.25
-0.680364,-0.359519,0.0311865,15.26
-0.677081,-0.367042,0.0311967,15.27
-0.673723,-0.374547,0.0312073,15.28
-0.670289,-0.382033,0.0312182,15.29
-0.666781,-0.3895,0.0312295,15.3
-0.663198,-0.396947,0.0312412,15.31
-0.659541,-0.404373,0.0312533,15.32
-0.65581,-0.411777,0.0312657,15.33
-0.652005,-0.419159,0.0312785,15.34
-0.648126,-0.426517,0.0312917,15.35
-0.644174,-0.433851,0.0313053,15.36
-0.640149,-0.441161,0.0313192,15.37
-0.63605,-0.448445,0.0313335,15.38
-0.631879,-0.455702,0.0313482,15.39
-0.627635,-0.462932,0.0313633,15.4
-0.62332,-0.470134,0.0313787,15.41
-0.618932,-0.477308,0.0313945,15.42
-0.614473,-0.484452,0.0314107,15.43
-0.609943,-0.491565,0.0314273,15.44
-0.605341,-0.498648,0.0314443,15.45
-0.600669,-0.505699,0.0314616,15.46
-0.595927,-0.512717,0.0314793,15.47
-0.591115,-0.519701,0.0314974,15.48
-0.586232,-0.526652,0.0315159,15.49
-0.581281,-0.533568,0.0315347,15.5
-0.576261,-0.540448,0.0315539,15.51
-0.571172,-0.547291,0.0315735,15.52
-0.566015,-0.554097,0.0315935,15.53
-0.56079,-0.560866,0.0316138,15.54
-0.555497,-0.567595,0.0316346,15.55
-0.550138,-0.574286,0.0316557,15.56
-0.544711,-0.580935,0.0316771,15.57
-0.539219,-0.587544,0.031699,15.58
-0.53366,-0.594112,0.0317212,15.59
-0.528036,-0.600637,0.0317438,15.6
-0.522347,-0.607118,0.0317668,15.61
-0.516594,-0.613556,0.0317902,15.62
-0.510776,-0.619949,0.0318139,15.63
-0.504895,-0.626297,0.031838,15.64
-0.49895,-0.632598,0.0318625,15.65
-0.492943,-0.638853,0.0318874,15.66
-0.486873,-0.64506,0.0319126,15.67
-0.480742,-0.651219,0.0319382,15.68
-0.474549,-0.657329,0.0319642,15.69
-0.468295,-0.663389,0.0319905,15.7
-0.461981,-0.669399,0.0320173,15.71
-0.455608,-0.675357,0.0320444,15.72
-0.449174,-0.681264,0.0320718,15.73
-0.442682,-0.687118,0.0320997,15.74
-0.436132,-0.692919,0.0321279,15.75
-0.429524,-0.698666,0.0321565,15.76
-0.422859,-0.704359,0.0321855,15.77
-0.416138,-0.709996,0.0322148,15.78
-0.40936,-0.715578,0.0322445,15.79
-0.402526,-0.721102,0.0322746,15.8
-0.395638,-0.72657,0.032305,15.81
-0.388695,-0.731979,0.0323358,15.82
-0.381699,-0.73733,0.032367,15.83
-0.374649,-0.742622,0.0323985,15.84
-0.367547,-0.747854,0.0324304,15.85
-0.360393,-0.753025,0.0324627,15.86
-0.353187,-0.758135,0.0324953,15.87
-0.345931,-0.763183,0.0325283,15.88
-0.338624,-0.768169,0.0325617,15.89
-0.331268,-0.773091,0.0325954,15.9
-0.323863,-0.77795,0.0326295,15.91
-0.31641,-0.782745,0.0326639,15.92
-0.308909,-0.787474,0.0326987,15.93
-0.301362,-0.792138,0.0327339,15.94
-0.293768,-0.796736,0.0327694,15.95
-0.286128,-0.801267,0.0328053,15.96
-0.278443,-0.805731,0.0328415,15.97
-0.270714,-0.810127,0.0328781,15.98
-0.262942,-0.814454,0.0329151,15.99
-0.255126,-0.818713,0.0329523,16
-0.247269,-0.822902,0.03299,16.01
-0.23937,-0.82702,0.033028,16.02
-0.23143,-0.831068,0.0330663,16.03
-0.22345,-0.835044,0.033105,16.04
-0.21543,-0.838949,0.0331441,16.05
-0.207372,-0.842781,0.0331835,16.06
-0.199276,-0.84654,0.0332232,16.07
-0.191143,-0.850226,0.0332633,16.08
-0.182974,-0.853838,0.0333037,16.09
-0.174768,-0.857375,0.0333444,16.1
-0.166528,-0.860838,0.0333855,16.11
-0.158253,-0.864225,0.0334269,16.12
-0.149945,-0.867536,0.0334687,16.13
-0.141605,-0.87077,0.0335108,16.14
-0.133232,-0.873928,0.0335532,16.15
-0.124828,-0.877008,0.033596,16.16
-0.116394,-0.88001,0.0336391,16.17
-0.107931,-0.882934,0.0336825,16.18
-0.0994381,-0.885779,0.0337263,16.19
-0.0909175,-0.888545,0.0337703,16.2
-0.0823698,-0.891232,0.0338147,16.21
-0.0737956,-0.893838,0.0338594,16.22
-0.0651958,-0.896363,0.0339044,16.23
-0.0565712,-0.898808,0.0339498,16.24
-0.0479226,-0.901172,0.0339954,16.25
-0.0392509,-0.903453,0.0340414,16.26
-0.0305568,-0.905652,0.0340877,16.27
-0.0218411,-0.907769,0.0341343,16.28
-0.0131048,-0.909803,0.0341812,16.29
-0.00434854,-0.911754,0.0342284,16.3
0.00442671,-0.913621,0.0342759,16.31
0.0132202,-0.915404,0.0343236,16.32
0.022031,-0.917103,0.0343717,16.33
0.0308583,-0.918716,0.0344201,16.34
0.0397012,-0.920245,0.0344688,16.35
0.048559,-0.921689,0.0345178,16.36
0.0574307,-0.923047,0.034567,16.37
0.0663155,-0.924318,0.0346165,16.38
0.0752125,-0.925504,0.0346664,16.39
0.0841209,-0.926603,0.0347164,16.4
0.0930398,-0.927615,0.0347668,16.41
0.101968,-0.92854,0.0348175,16.42
0.110905,-0.929377,0.0348684,16.43
0.119851,-0.930127,0.0349195,16.44
0.128803,-0.930788,0.034971,16.45
0.137761,-0.931362,0.0350227,16.46
0.146724,-0.931847,0.0350746,16.47
0.155692,-0.932243,0.0351268,16.48
0.164663,-0.932551,0.0351793,16.49
0.173637,-0.93277,0.035232,16.5
0.182612,-0.932899,0.035285,16.51
0.191588,-0.932938,0.0353381,16.52
0.200564,-0.932888,0.0353916,16.53
0.209539,-0.932749,0.0354452,16.54
0.218512,-0.932519,0.0354991,16.55
0.227483,-0.932199,0.0355533,16.56
0.236449,-0.931788,0.0356076,16.57
0.245411,-0.931287,0.0356622,16.58
0.254367,-0.930696,0.0357169,16.59
0.263317,-0.930013,0.0357719,16.6
0.272259,-0.92924,0.0358271,16.61
0.281193,-0.928376,0.0358825,16.62
0.290118,-0.927421,0.0359381,16.63
0.299033,-0.926375,0.0359939,16.64
0.307937,-0.925237,0.0360499,16.65
0.316829,-0.924008,0.036106,16.66
0.325708,-0.922688,0.0361624,16.67
0.334573,-0.921276,0.0362189,16.68
0.343424,-0.919773,0.0362756,16.69
0.352259,-0.918178,0.0363325,16.7
0.361077,-0.916492,0.0363895,16.71
0.369878,-0.914714,0.0364467,16.72
0.378661,-0.912845,0.0365041,16.73
0.387424,-0.910884,0.0365616,16.74
0.396167,-0.908832,0.0366192,16.75
0.40489,-0.906688,0.036677,16.76
0.41359,-0.904452,0.0367349,16.77
0.422267,-0.902125,0.0367929,16.78
0.43092,-0.899707,0.0368511,16.79
0.439549,-0.897197,0.0369094,16.8
0.448152,-0.894596,0.0369678,16.81
0.456728,-0.891903,0.0370263,16.82
0.465277,-0.88912,0.0370849,16.83
0.473797,-0.886245,0.0371436,16.84
0.482288,-0.88328,0.0372024,16.85
0.490749,-0.880224,0.0372613,16.86
0.499178,-0.877077,0.0373203,16.87
0.507576,-0.873839,0.0373793,16.88
0.515941,-0.870511,0.0374384,16.89
0.524271,-0.867092,0.0374976,16.9
0.532567,-0.863584,0.0375568,16.91
0.540827,-0.859985,0.0376161,16.92
0.549051,-0.856297,0.0376754,16.93
0.557237,-0.852519,0.0377348,16.94
0.565385,-0.848652,0.0377942,16.95
0.573494,-0.844695,0.0378536,16.96
0.581562,-0.84065,0.037913,16.97
0.58959,-0.836515,0.0379725,16.98
0.597575,-0.832293,0.0380319,16.99
0.605518,-0.827981,0.0380914,17
0.613417,-0.823582,0.0381508,17.01
0.621271,-0.819095,0.0382102,17.02
0.62908,-0.814521,0.0382696,17.03
0.636842,-0.809859,0.038329,17.04
0.644557,-0.80511,0.0383884,17.05
0.652225,-0.800275,0.0384476,17.06
0.659843,-0.795353,0.0385069,17.07
0.667411,-0.790345,0.0385661,17.08
0.674929,-0.785252,0.0386252,17.09
0.682396,-0.780073,0.0386843,17.1
0.689809,-0.774809,0.0387432,17.11
0.69717,-0.769461,0.0388021,17.12
0.704477,-0.764028,0.0388609,17.13
0.711728,-0.758511,0.0389196,17.14
0.718924,-0.752911,0.0389782,17.15
0.726064,-0.747228,0.0390367,17.16
0.733145,-0.741462,0.039095,17.17
0.740169,-0.735613,0.0391532,17.18
0.747134,-0.729683,0.0392113,17.19
0.754038,-0.723671,0.0392692,17.2
0.760882,-0.717578,0.039327,17.21
0.767665,-0.711404,0.0393846,17.22
0.774385,-0.70515,0.039442,17.23
0.781042,-0.698817,0.0394992,17.24
0.787635,-0.692404,0.0395563,17.25
0.794164,-0.685912,0.0396131,17.26
0.800627,-0.679342,0.0396698,17.27
0.807024,-0.672695,0.0397262,17.28
0.813353,-0.66597,0.0397824,17.29
0.819615,-0.659168,0.0398384,17.3
0.825808,-0.652291,0.0398941,17.31
0.831932,-0.645337,0.0399496,17.32
0.837986,-0.638308,0.0400048,17.33
0.843969,-0.631205,0.0400598,17.34
0.849881,-0.624028,0.0401145,17.35
0.85572,-0.616777,0.0401689,17.36
0.861486,-0.609453,0.040223,17.37
0.867178,-0.602057,0.0402768,17.38
0.872796,-0.59459,0.0403303,17.39
0.878339,-0.587051,0.0403835,17.4
0.883805,-0.579442,0.0404363,17.41
0.889195,-0.571763,0.0404888,17.42
0.894508,-0.564014,0.040541,17.43
0.899743,-0.556197,0.0405928,17.44
0.904899,-0.548312,0.0406442,17.45
0.909976,-0.54036,0.0406953,17.46
0.914972,-0.532341,0.040746,17.47
0.919888,-0.524256,0.0407963,17.48
0.924723,-0.516105,0.0408462,17.49
0.929475,-0.50789,0.0408956,17.5
0.934145,-0.499611,0.0409447,17.51
0.938732,-0.491269,0.0409933,17.52
0.943235,-0.482864,0.0410415,17.53
0.947653,-0.474398,0.0410893,17.54
0.951986,-0.46587,0.0411366,17.55
0.956233,-0.457282,0.0411834,17.56
0.960394,-0.448634,0.0412298,17.57
0.964468,-0.439927,0.0412756,17.58
0.968455,-0.431162,0.041321,17.59
0.972353,-0.42234,0.0413659,17.6
0.976163,-0.413461,0.0414103,17.61
0.979884,-0.404527,0.0414541,17.62
0.983514,-0.395537,0.0414974,17.63
0.987055,-0.386493,0.0415402,17.64
0.990504,-0.377395,0.0415824,17.65
0.993862,-0.368245,0.0416241,17.66
0.997129,-0.359043,0.0416652,17.67
1.0003,-0.34979,0.0417058,17.68
1.00338,-0.340486,0.0417457,17.69
1.00637,-0.331133,0.0417851,17.7
1.00926,-0.321732,0.0418238,17.71
1.01206,-0.312283,0.041862,17.72
1.01477,-0.302787,0.0418995,17.73
1.01738,-0.293245,0.0419364,17.74
1.01989,-0.283657,0.0419727,17.75
1.02231,-0.274026,0.0420084,17.76
1.02463,-0.264351,0.0420433,17.77
1.02685,-0.254633,0.0420776,17.78
1.02898,-0.244874,0.0421113,17.79
1.031,-0.235074,0.0421443,17.8
1.03293,-0.225234,0.0421766,17.81
1.03476,-0.215355,0.0422081,17.82
1.03649,-0.205438,0.042239,17.83
1.03813,-0.195484,0.0422692,17.84
1.03966,-0.185494,0.0422987,17.85
1.04109,-0.175468,0.0423274,17.86
1.04242,-0.165408,0.0423554,17.87
1.04365,-0.155315,0.0423827,17.88
1.04478,-0.145189,0.0424092,17.89
1.04581,-0.135032,0.042435,17.9
1.04674,-0.124844,0.04246,17.91
1.04756,-0.114626,0.0424842,17.92
1.04828,-0.10438,0.0425076,17.93
1.0489,-0.0941056,0.0425303,17.94
1.04941,-0.0838048,0.0425522,17.95
1.04983,-0.0734783,0.0425732,17.96
1.05014,-0.063127,0.0425935,17.97
1.05034,-0.0527519,0.042613,17.98
1.05044,-0.0423539,0.0426316,17.99
1.05044,-0.0319342,0.0426494,18
1.05033,-0.0214937,0.0426664,18.01
1.05012,-0.0110333,0.0426826,18.02
1.0498,-0.000554188,0.0426979,18.03
1.04938,0.00994275,0.0427124,18.04
1.04886,0.0204565,0.042726,18.05
1.04823,0.030986,0.0427387,18.06
1.04749,0.0415302,0.0427506,18.07
1.04665,0.0520881,0.0427616,18.08
1.0457,0.0626587,0.0427718,18.09
1.04464,0.073241,0.0427811,18.1
1.04348,0.0838339,0.0427894,18.11
1.04222,0.0944364,0.0427969,18.12
1.04084,0.105047,0.0428036,18.13
1.03937,0.115666,0.0428093,18.14
1.03778,0.126291,0.0428141,18.15
1.03609,0.136921,0.042818,18.16
1.03429,0.147556,0.042821,18.17
1.03239,0.158194,0.0428231,18.18
1.03038,0.168834,0.0428243,18.19
1.02826,0.179476,0.0428246,18.2
1.02604,0.190117,0.0428239,18.21
1.02371,0.200758,0.0428223,18.22
1.02127,0.211397,0.0428198,18.23
1.01873,0.222032,0.0428164,18.24
1.01608,0.232664,0.0428121,18.25
1.01333,0.24329,0.0428068,18.26
1.01047,0.25391,0.0428006,18.27
1.0075,0.264522,0.0427934,18.28
1.00443,0.275126,0.0427853,18.29
1.00125,0.285721,0.0427763,18.3
0.997962,0.296304,0.0427664,18.31
0.994572,0.306877,0.0427555,18.32
0.991075,0.317436,0.0427436,18.33
0.987474,0.327982,0.0427309,18.34
0.983766,0.338513,0.0427172,18.35
0.979954,0.349027,0.0427025,18.36
0.976037,0.359525,0.042687,18.37
0.972015,0.370004,0.0426704,18.38
0.967888,0.380464,0.042653,18.39
0.963657,0.390904,0.0426346,18.4
0.959321,0.401323,0.0426153,18.41
0.954882,0.411718,0.042595,18.42
0.950339,0.422091,0.0425738,18.43
0.945692,0.432438,0.0425517,18.44
0.940942,0.44276,0.0425287,18.45
0.936089,0.453055,0.0425047,18.46
0.931134,0.463322,0.0424798,18.47
0.926076,0.47356,0.042454,18.48
0.920916,0.483768,0.0424273,18.49
0.915654,0.493945,0.0423997,18.5
0.91029,0.504089,0.0423711,18.51
0.904826,0.5142,0.0423417,18.52
0.89926,0.524277,0.0423113,18.53
0.893594,0.534318,0.0422801,18.54
0.887828,0.544322,0.0422479,18.55
0.881963,0.554289,0.0422149,18.56
0.875998,0.564218,0.0421809,18.57
0.869934,0.574106,0.0421461,18.58
0.863771,0.583954,0.0421104,18.59
0.857511,0.593759,0.0420739,18.6
0.851152,0.603522,0.0420365,18.61
0.844697,0.61324,0.0419982,18.62
0.838144,0.622914,0.041959,18.63
0.831496,0.632541,0.041919,18.64
0.824751,0.642121,0.0418782,18.65
0.817911,0.651653,0.0418366,18.66
0.810976,0.661135,0.0417941,18.67
0.803947,0.670567,0.0417507,18.68
0.796824,0.679948,0.0417066,18.69
0.789607,0.689276,0.0416616,18.7
0.782298,0.698551,0.0416159,18.71
0.774896,0.707771,0.0415693,18.72
0.767403,0.716935,0.041522,18.73
0.759818,0.726043,0.0414739,18.74
0.752143,0.735093,0.041425,18.75
0.744378,0.744085,0.0413754,18.76
0.736523,0.753017,0.041325,18.77
0.72858,0.761888,0.0412738,18.78
0.720548,0.770698,0.0412219,18.79
0.712429,0.779445,0.0411693,18.8
0.704223,0.788128,0.0411159,18.81
0.69593,0.796746,0.0410619,18.82
0.687552,0.805299,0.0410071,18.83
0.679089,0.813785,0.0409517,18.84
0.670542,0.822204,0.0408955,18.85
0.661911,0.830554,0.0408387,18.86
0.653197,0.838834,0.0407812,18.87
0.644401,0.847043,0.040723,18.88
0.635523,0.855181,0.0406643,18.89
0.626565,0.863247,0.0406048,18.9
0.617526,0.871239,0.0405448,18.91
0.608408,0.879157,0.0404841,18.92
0.599212,0.886999,0.0404228,18.93
0.589938,0.894765,0.0403609,18.94
0.580586,0.902454,0.0402985,18.95
0.571159,0.910065,0.0402354,18.96
0.561656,0.917597,0.0401718,18.97
0.552078,0.925049,0.0401076,18.98
0.542426,0.932419,0.0400429,18.99
0.532702,0.939709,0.0399777,19
0.522905,0.946915,0.0399119,19.01
0.513037,0.954038,0.0398456,19.02
0.503098,0.961076,0.0397789,19.03
0.493089,0.968029,0.0397116,19.04
0.483012,0.974896,0.0396438,19.05
0.472867,0.981676,0.0395756,19.06
0.462654,0.988368,0.039507,19.07
0.452375,0.994972,0.0394378,19.08
0.442031,1.00149,0.0393683,19.09
0.431623,1.00791,0.0392983,19.1
0.421151,1.01424,0.0392279,19.11
0.410616,1.02048,0.0391572,19.12
0.400019,1.02663,0.039086,19.13
0.389362,1.03268,0.0390144,19.14
0.378645,1.03864,0.0389425,19.15
0.36787,1.0445,0.0388702,19.16
0.357036,1.05027,0.0387976,19.17
0.346145,1.05594,0.0387247,19.18
0.335198,1.06152,0.0386514,19.19
0.324197,1.06699,0.0385779,19.2
0.313141,1.07237,0.038504,19.21
0.302032,1.07764,0.0384298,19.22
0.290872,1.08282,0.0383554,19.23
0.27966,1.08789,0.0382807,19.24
0.268398,1.09287,0.0382058,19.25
0.257087,1.09774,0.0381306,19.26
0.245729,1.1025,0.0380552,19.27
0.234323,1.10716,0.0379795,19.28
0.222872,1.11172,0.0379037,19.29
0.211376,1.11617,0.0378277,19.3
0.199836,1.12052,0.0377514,19.31
0.188253,1.12476,0.037675,19.32
0.176629,1.12889,0.0375985,19.33
0.164964,1.13292,0.0375218,19.34
0.153259,1.13683,0.0374449,19.35
0.141516,1.14064,0.037368,19.36
0.129736,1.14433,0.0372909,19.37
0.11792,1.14792,0.0372137,19.38
0.106069,1.15139,0.0371364,19.39
0.0941836,1.15476,0.037059,19.4
0.0822654,1.15801,0.0369815,19.41
0.0703155,1.16115,0.036904,19.42
0.058335,1.16417,0.0368264,19.43
0.046325,1.16708,0.0367488,19.44
0.0342866,1.16988,0.0366712,19.45
0.0222211,1.17256,0.0365935,19.46
0.0101295,1.17513,0.0365158,19.47
-0.00198695,1.17758,0.0364381,19.48
-0.0141272,1.17992,0.0363604,19.49
-0.02629,1.18214,0.0362827,19.5
-0.0384742,1.18424,0.036205,19.51
-0.0506786,1.18622,0.0361274,19.52
-0.0629021,1.18809,0.0360499,19.53
-0.0751435,1.18984,0.0359723,19.54
-0.0874016,1.19146,0.0358949,19.55
-0.0996752,1.19297,0.0358175,19.56
-0.111963,1.19436,0.0357402,19.57
-0.124264,1.19563,0.035663,19.58
-0.136577,1.19678,0.0355859,19.59
-0.148901,1.19781,0.0355089,19.6
-0.161234,1.19871,0.035432,19.61
-0.173575,1.1995,0.0353553,19.62
-0.185924,1.20016,0.0352786,19.63
-0.198278,1.2007,0.0352022,19.64
-0.210637,1.20112,0.0351258,19.65
-0.223,1.20142,0.0350497,19.66
-0.235364,1.20159,0.0349737,19.67
-0.24773,1.20164,0.0348979,19.68
-0.260096,1.20157,0.0348222,19.69
-0.272459,1.20137,0.0347468,19.7
-0.284821,1.20105,0.0346716,19.71
-0.297178,1.2006,0.0345965,19.72
-0.30953,1.20003,0.0345217,19.73
-0.321875,1.19933,0.0344471,19.74
-0.334213,1.19851,0.0343728,19.75
-0.346542,1.19757,0.0342986,19.76
-0.358861,1.1965,0.0342248,19.77
-0.371168,1.1953,0.0341511,19.78
